中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,336 Mbps,43008 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,44 ms,527 Mbps,67481 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,8 ms,46 Mbps,5918 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,10 ms,753 Mbps,96460 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,12 ms,1656 Mbps,211968 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,17 ms,1208 Mbps,154624 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,3 ms,527 Mbps,67481 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,17 ms,724 Mbps,92774 kB/s
35.230.79.26,443,35.247.68.177,US,Seattle,隧道,33 ms,896 Mbps,114688 kB/s
35.197.23.75,443,35.247.68.177,US,Seattle,隧道,26 ms,928 Mbps,118784 kB/s
18.237.22.14,443,18.237.22.14,US,,中转,21 ms,708 Mbps,90726 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,4 ms,1536 Mbps,196608 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,44 ms,598 Mbps,76595 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,148 ms,118 Mbps,15155 kB/s
192.3.253.176,443,192.3.253.176,US,Seattle,中转,21 ms,564 Mbps,72294 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,81 ms,269 Mbps,34508 kB/s
23.94.182.23,443,23.94.182.23,US,Buffalo,中转,88 ms,152 Mbps,19558 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,16 ms,1672 Mbps,214016 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,98 ms,2064 Mbps,264192 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,97 ms,45 Mbps,5865 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,73 ms,290 Mbps,37171 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,81 ms,284 Mbps,36454 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,18 ms,84 Mbps,10854 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,151 ms,115 Mbps,14745 kB/s
