中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,52 ms,367 Mbps,47001 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,21 ms,774 Mbps,99123 kB/s
141.144.199.182,443,2606:f240:f00:2be4:0:2a47:21f9:2321,US,Frankfurt,隧道,109 ms,177 Mbps,22732 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,62 ms,48 Mbps,6226 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,219 Mbps,28057 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::26a:57,US,Los Angeles,隧道,74 ms,66 Mbps,8467 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,9 ms,508 Mbps,65126 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,190 Mbps,24371 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,65 ms,566 Mbps,72499 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,54 ms,509 Mbps,65228 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,22 ms,63 Mbps,8145 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,34 ms,585 Mbps,74956 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,65 ms,431 Mbps,55193 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,524 Mbps,67174 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,415 Mbps,53145 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,114 ms,157 Mbps,20172 kB/s
35.230.79.26,443,35.212.224.237,US,Seattle,隧道,63 ms,436 Mbps,55910 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,149 ms,121 Mbps,15564 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,105 ms,220 Mbps,28160 kB/s
